manufacturer,code,name,start_date,end_date,manufacturer_description,tags,synonyms,coe,type,manufacturer_url,image_path,image_url,stock_type
BB,BB-48-T-Limeade,Limeade,,,"Limeade is a gorgeous neon transparent green. Limeade is a bright, stable, and highly workable green.","""unknown""",,33,rod,https://store.borobatch.com/products/boro-batch-limeaid,,https://cdn.shopify.com/s/files/1/0911/6406/files/Limeade.png?v=1741871449,
BB,BB-27-T-Dahlia,Dahlia,,,Dahlia is the delight that you need in your life because this vibrant pink is not only a gorgeous shade but it is also wonderful to work with. Dahlia’s amazing work-ability makes it a great choice for anyone who wants a straight forward transparent pink with endless uses.,"""unknown""",,33,rod,https://store.borobatch.com/products/boro-batch-dahlia,,https://cdn.shopify.com/s/files/1/0911/6406/files/Dahlia.png?v=1741872023,
BB,BB-01-T-Mead,Mead,,,"The Mead is plentiful and ever flowing from the wells of Boro Batch’s crucibles. Beautiful blues, purples, and that rich red honey coloring comes out when you strike it just right. Let this color be apart of your good times all the time! RO Jones says, ""Mead is such a fitting name, this is party in a color stick. Its more silver saturated than its sister Wild Honey and puts forth even stronger, draker purples. Its great for coiling up for honey combs or pulling down for stringers. It’s a classic deep purple and is versatile enough for application.""","""striker""",,33,rod,https://store.borobatch.com/products/bb-mead,,https://cdn.shopify.com/s/files/1/0911/6406/files/Mead.png?v=1741872395,
BB,BB-41-T-Sunset,Sunset,,,Sunset is a brilliant striking orange that produces reds and oranges all the while being a super creamy color to work with.,"""striker""",,33,rod,https://store.borobatch.com/products/boro-batch-sunset,,https://cdn.shopify.com/s/files/1/0911/6406/files/Sunset.png?v=1741871661,
BB,BB-31-T-PurpleDrank,Purple Drank,,,Purple Drank is a crazy color that shifts thrice because it's so nice. When you've got it in natural light it's a deep grey blue. When you've got it under 5000k LEDs it will be an almost emerald green and under a warm CFL you'll get a royal purple that is almost as dark as an amethyst. Purple Drank is highly workable and can tolerate some abuse.,"""cfl"", ""purple""",,33,rod,https://store.borobatch.com/products/boro-batch-purple-drank,,https://cdn.shopify.com/s/files/1/0911/6406/files/PurpleDrank.png?v=1741871916,
BB,BB-33-T-DividedSky,Divided Sky,,,"Ahhh! Divided Sky, this color blows minds! Divided Sky is a semi transparent blue that will leave you chanting for more. Divided Sky is like the edge of a sunset where the sky is almost purple but you know it's still blue. Divided Sky an amazing color and it is also easy to work. When Divided Sky is gathered it will appear denser and less transparent. Divided Sky is great in any flame environment and is resistant to boiling giving you a better experience when you're working hard.","""blue""",,33,rod,https://store.borobatch.com/products/boro-batch-divided-sky,,https://cdn.shopify.com/s/files/1/0911/6406/files/DividedSky.png?v=1741871862,
BB,BB-10-T-Watermelon,Watermelon,,,"Watermelon is a luscious and vibrant pink when bathed in UV light. When in normal light it is a rich clear. This new Boro Batch color is meant to be paired with their new color Flip Flop to get the most out of all the lights around you. Add Watermelon to your color pallet to really get a reaction. RO Jones says, ""This color POPS! It works well in all flame environments and stays UV Pink whether its coiled or gathered. Dot stacks hold up under high heat, the saturation point is amazing and it’s a classic bright crispy pink.""","""uv""",,33,rod,https://store.borobatch.com/products/bb-watermelon,,https://cdn.shopify.com/s/files/1/0911/6406/files/Watermelon.png?v=1741872300,
BB,BB-36-T-PinkTonium,Pinktonium,,,We've been working hard to add more colors to your palette and we've created a white that turns pink when you hit it with UV! This color looks and works similarly to our color Electric Coconut so when you want to surprise your customer with patterns that look inconspicuous then wows your customer when you reveal what you've done then this is the color for you.,"""uv""",,33,rod,https://store.borobatch.com/products/boro-batch-pinktonium,,https://cdn.shopify.com/s/files/1/0911/6406/files/Pinktonium.png?v=1741871782,
BB,BB-49-T-PinkLemonade,Pink Lemonade,,,Pink Lemonade is another refreshing semi transparent color. This bright pink changes transparency depending if it is applied in thick or thin applications.,"""pink""",,33,rod,https://store.borobatch.com/products/boro-batch-pink-lemonade,,https://cdn.shopify.com/s/files/1/0911/6406/files/PinkLemonade.png?v=1741871426,
BB,BB-12-T-HurricaneStrike,Hurricane Strike,,,"Be prepared for this striking blue because it is making landfall in a big way. Hurricane Strike is a medium cobalt blue that strikes brilliant blues, purples, and yellows. Add Hurricane Strike to your line up to keep the storm going! RO Jones says, ""If you need a versatile blue/green? Husrricane Strike is what you’ve been waiting for. It’s a classic silver based blue so you can get soft metallic blues, deep saturated greens and every color in between. It holds up great as stringers, honeycombs and dot displacement patterns are both great, and in a reducing flame you can even get some greys. Hurricanes are powerful, so is this color.""","""blue"", ""purple"", ""striker"", ""yellow""",,33,rod,https://store.borobatch.com/products/boro-batch-hurricane-strike,,https://cdn.shopify.com/s/files/1/0911/6406/files/HurricaneStrike.png?v=1741872255,
BB,BB-40-T-Beeswax,Beeswax,,,We're back from the lab bringing you a new striking yellow called Beeswax! Beeswax is a rich and bright transparent yellow when not struck but turns into a semitransparent yellow when struck. It is a very easy color to work with.,"""striker""",,33,rod,https://store.borobatch.com/products/boro-batch-beeswax,,https://cdn.shopify.com/s/files/1/0911/6406/files/Beeswax.png?v=1741871681,
BB,BB-02-T-WildHoney,Wild Honey,,,"Boro Batch is bringing around another brilliant color to the field. Wild Honey comes from the efforts of all the worker bees that inhabit said field. This is a less intense version of Mead but the striking effects are similar. RO Jones says, ""BoroBatch has a great striking purple in Wild Honey. It’s a deep, rich purple after a high heat flame and a kiln cycle, in a lower heat flame you pull out these amazing purple sherbert, creamy lavenders. It’s a complex color with lots of chances to add soft ambers, light purply blues and crisp royal purples to your work. It strikes really easy and is just good clean boro fun in the flame. Honeycomb this!!"" Checkout this video on to see Wild Honey's potential!","""orange"", ""striker"", ""yellow""",,33,rod,https://store.borobatch.com/products/bb-wildhoney,,https://cdn.shopify.com/s/files/1/0911/6406/files/WildHoney.png?v=1741872376,
BB,BB-25-T-GreenPearl,Green Pearl,,,"Green Pearl is a dark green like the leaves of the largest, most well fed tree in the midst of summer. Green Pearl was made to be used on the outside of your work to provide a great balance to any brighter encased colors. Green Pearl is a great choice if you're trying to do wrap and rakes. Green Pearl is wonderfully workable but does not like to be encased.","""green"", ""white""",,33,rod,https://store.borobatch.com/products/copy-of-boro-batch-blue-moonshine,,https://cdn.shopify.com/s/files/1/0911/6406/files/GreenPearl.png?v=1741871962,
BB,BB-18-T-LEMONPARTY,Lemon Party,,,Lemon Party is an incredible transparent yellow that is stirring up the industry! What will you do with all these lemons?! I can guarantee that you won't go home sour!,"""yellow""",,33,rod,https://store.borobatch.com/products/boro-batch-lemon-party,,https://cdn.shopify.com/s/files/1/0911/6406/files/LemonParty.png?v=1741872124,
BB,BB-43-T-ColdWater,Cold Water,,,"Kilns plus humidity make one parched and this refreshing new transparent resembles a deep ocean blue that is sure to perk you up in the heat of summer. Easy to work with, this transparent WYSIWYG color is a great addition to any transparent palette. Try this with coil pots, blow outs, solid gathers, and just about any other application you can think of.","""blue""",,33,rod,https://store.borobatch.com/products/copy-of-boro-batch-cold-water,,https://cdn.shopify.com/s/files/1/0911/6406/files/ColdWater.png?v=1741871599,
BB,BB-51-T-SpaceCadet,Space Cadet Sparkle,,,"Space Cadet Sparkle is something that Boro Batch has been working on to get that perfect level of sparkle, stable, and workable. Space Cadet Sparkle is a rich deep dark blue that works as an off black when gathered and a gorgeous sparkly blue when pulled thin making it great to use for sculptural work. Jordy also noted that just like any other sparkly color that it looks incredible when pulled over white.","""blue"", ""sparkle""",,33,rod,https://store.borobatch.com/products/boro-batch-space-cadet-sparkle,,https://cdn.shopify.com/s/files/1/0911/6406/files/SpaceCadet.png?v=1741871382,
BB,BB-45-T-PurpleSunshine,Purple Sunshine,,,Our striking line just added another product to it! Purple Sunshine is a transparent royal purple that strikes. You can work it easily in hot to neutral flames and to get the best strike comes from letting it sit in the kiln during a strike cycle.,"""purple"", ""striker""",,33,rod,https://store.borobatch.com/products/boro-batch-purple-sunshine,,https://cdn.shopify.com/s/files/1/0911/6406/files/purplesunshine.png?v=1741871550,
BB,BB-50-T-LightBlueHoney,Light Blue Honey,,,"Light Blue Honey was finally made into a mainline color after the superb sculpturalist and all around awesome dude Lewis Wilson used it extensively. Light Blue Honey is a less saturated blue allowing for a wide range of colors to be produced from a transparent yellow color to an almost milky struck out blues, greens, and purples. Jordy Minick displays the incredible working range of Light Blue Honey from the totally transparent to the completely struck out portions. Both Lewis and Jordy agree that Light Blue Honey is a super stable color that is uber easy to work with. Add Light Blue Honey to your palette today to get in on this sweetness.","""blue"", ""orange"", ""yellow""",,33,rod,https://store.borobatch.com/products/boro-batch-light-blue-honey,,https://cdn.shopify.com/s/files/1/0911/6406/files/lightbluehoney.png?v=1741871402,
BB,BB-46-T-BrownHoney,Brown Honey,,,"Brown Honey is like that crystalized part of honey with its opaquey goodness. Just like Wild Honey and Mead, this third version is another great striking color! Grab some Brown Honey to get that opaque striker into your palette.","""brown"", ""orange"", ""striker"", ""yellow""",,33,rod,https://store.borobatch.com/products/boro-batch-brown-honey,,https://cdn.shopify.com/s/files/1/0911/6406/files/BrownHoney.png?v=1741871499,
BB,BB-03-T-DavesBlues,Dave's Blues,,,"A nice, soft shade of blue, Dave's Blues is a transparent blue with a little extra pop! No reducing makes it great for overlays, lips, coil potting, and is stable in any application. A great addition to the current transparent trend, from our friends at Boro Batch. Keep this color in mind and in your arsenal! RO Jones says, ""They always told me that if I want it to sell '…make it blue.' Dave’s Blue from Boro Batch is the blue they were talking about. It’s very creamy, takes heat really well and stands up to high heat flames, but still comes out brilliant and crisp. The color stays so even in small stringers it holds its color and it’s very easy to work.""","""reducing""",,33,rod,https://store.borobatch.com/products/bb-davesblues,,https://cdn.shopify.com/s/files/1/0911/6406/files/Dave_sBlues.png?v=1741872359,
BB,BB-42-T-SwampStrike,Swamp Strike,,,Swamp Strike is a striking yellow green which looks great coil potted into stripes or fully struck out. Grab this super versatile color and see what you can do with it!,"""striker""",,33,rod,https://store.borobatch.com/products/boro-batch-swamp-strike,,https://cdn.shopify.com/s/files/1/0911/6406/files/SwampStrike.png?v=1741871624,
BB,BB-39-T-Pineberry,Pineberry,,,"Pineberry is a creamy translucent yellow that turns a bright pink under CFL reactive lights. Like our other CFL colors, Pineberry works well in a neutral flame and is super easy to work. When working with Pineberry it is recommended to be used in thicker applications to see the best color shifts.","""cfl""",,33,rod,https://store.borobatch.com/products/boro-batch-pineberry,,https://cdn.shopify.com/s/files/1/0911/6406/files/Pineberry_CFL.png?v=1741871710,
BB,BB-14-T-MUDDYWATERS,Muddy Waters,,,"Boro Batch went down to the river after a medium sized storm and they pulled out this saturated bit of their new color, Muddy Waters. Muddy Waters is as if there was a handful of dirt thrown into a glass of water. Muddy Waters brown is transparent. RO Jones says, ""This is a great all purpose brown. Its lets just enough light through if you’re coil potting a hollow ball and if you need a near opaque just layer it. It’s a a rich creamy dark brown when gathered. The added metallic sheen you can bring out in a reducing flame makes it super versatile and a great addition to the boro palette.""","""luster"", ""reducing""",,33,rod,https://store.borobatch.com/products/boro-batch-muddy-waters,,https://cdn.shopify.com/s/files/1/0911/6406/files/MuddyWaters.png?v=1741872218,
BB,BB-15-T-DarkMuddyWaters,Dark Muddy Waters,,,"Boro Batch went down to the river after a summer storm and they pulled out this heavily saturated bit of their new color, Dark Muddy Waters. Dark Muddy Waters is as if there was a little bit of water poured into a glass of dirt. Dark Muddy Waters brown is transparent.","""brown"", ""reducing""",,33,rod,https://store.borobatch.com/products/boro-batch-dark-muddy-waters,,https://cdn.shopify.com/s/files/1/0911/6406/files/DarkMuddyWaters.png?v=1741872179,
BB,BB-11-T-FlipFlop,Flip Flop,,,"Flip Flop shows that in different lights any color is right. Flip Flop reacts actively with fluorescent and CFL lights. When in the sunshine it is a bright yellow and under CFL lights it turns a reddish pink. Flip Flop combined with using Boro Batch Watermelon will really make a reaction under any kind of light! RO Jones says, ""Flip-Flop is just good clean fun. It’s a vibrant pink and and nice translucent light yellow, depending on what light source you’re near. Its very easy to gather, it blows out even and stands up to tight encalmo seals. It’s a whimsical fun part of the Boro Batch color team.""","""cfl""",,33,rod,https://store.borobatch.com/products/bb-flipflop,,https://cdn.shopify.com/s/files/1/0911/6406/files/Flip-Flop_CFL.png?v=1741872279,
BB,BB-34-T-Sandstorm,Sandstorm,,,"Sandstorm is an addition of tan to your Boro Batch palette when you use it in an oxidizing or neutral flame. When Sandstorm is used in a reducing flame you’ll bring out the incredible purples, greens, and blues. Sandstorm is a force of nature ready to see what you’ll do with it. Will you be a rider on this storm?","""brown"", ""orange"", ""reducing"", ""yellow""",,33,rod,https://store.borobatch.com/products/boro-batch-sandstorm,,https://cdn.shopify.com/s/files/1/0911/6406/files/Sandstorm.png?v=1741871833,
BB,BB-23-T-FlipFrog,Flip Frog,,,Flip Frog will make your customers hop over each other when they see your work with this color. Flip Frog is a transparent yellow under natural lighting and turns a bright transparent green under CFL. Flip Frog’s CFL reaction works best when used in dense applications.,"""cfl""",,33,rod,https://store.borobatch.com/products/boro-batch-flip-frog,,https://cdn.shopify.com/s/files/1/0911/6406/files/Flip-Frog_CFL.png?v=1741872042,
BB,BB-04-T-Oscar,Oscar,,,Oscar found it's way into our hands from hours of trying to get a hue that others would want to talk trash about. It's an angry sort of green that is always bearing its teeth at you but still wants you to listen to its anecdotes. Oscar is a great color once you get used to its lifestyle. Let Oscar show you the way to Boro Batch's street where the people are incredible and the colors so tasty that you could eat.,"""unknown""",,33,rod,https://store.borobatch.com/products/bb-oscar,,https://cdn.shopify.com/s/files/1/0911/6406/files/Oscar.png?v=1741872341,
BB,BB-47-T-KingCrimson,King Crimson,,,King Crimson is a rich transparent striking red. It's super easy to work with and easy to kiln strike or flame strike. Getting a range of different shades of red is possible depending on the thickness of the application.,"""red"", ""striker""",,33,rod,https://store.borobatch.com/products/copy-of-boro-batch-beeswax,,https://cdn.shopify.com/s/files/1/0911/6406/files/KingCrimson.png?v=1741871477,
BB,BB-19-T-SOURPUSS,Sour Puss,,,You can be the life of the party with Sour Puss! Sour Puss is the super opaque cadmium based yellow released in tandem with Lemon Party and will be one of many reasons that keep your customers coming back for more with every piece that you put it in. Work Sour Puss into your standard rotation to get the reaction that you've been looking for.,"""unknown""",,33,rod,https://store.borobatch.com/products/boro-batch-sour-puss,,https://cdn.shopify.com/s/files/1/0911/6406/files/SourPuss.png?v=1741872103,
BB,BB-37-T-GSD,Green Space Dust,,,Green Space Dust is as dense as the space it comes from when it is gathered together. When Green Space Dust is pulled thin it begins to transmit light and shimmer at the same time. Grab this incredible color and see what you can create with it!,"""green"", ""sparkle""",,33,rod,https://store.borobatch.com/products/boro-batch-green-space-dust,,https://cdn.shopify.com/s/files/1/0911/6406/files/GreenSpaceDust.png?v=1741871759,
BB,BB-58-T-HOPVINE,Hopvine,,,"Item name: Boro Batch – Hopvine - Bottom Shelf Item ID: [BB-58-B-Hopvine] Item Description: Boro Batch Hopvine Borosilicate Color Rod - Premium 33 COE Glass Discover the rich, sophisticated beauty of Hopvine - a stunning borosilicate color rod that captures the deep, lustrous green of a classic beer bottle. This premium glass from Boro Batch delivers exceptional performance for both artistic and scientific glassworking applications. Why Glassblowers Choose Hopvine: • Smooth Working Properties - Flows beautifully at torch temperature with consistent viscosity • Exceptional Stability - Reliable color retention with minimal striking or shifting • Rich Beer Bottle Green - Deep, authentic green that adds sophisticated depth to any piece • 33 COE Compatibility - Perfect for borosilicate applications and mixed-media projects • Professional Quality - Trusted by artists and scientific glassblowers alike How It’s Sold: This item is available by the 1/4lb or Pound","""striker""",,33,rod,https://store.borobatch.com/products/boro-batch-hopvine-rod,,https://cdn.shopify.com/s/files/1/0911/6406/files/Hopvine.png?v=1758826613,
BB,BB-57-T-BJ,Blackberry Jam,,,"Item name: Boro Batch – Blackberry Jam - Bottom Shelf Item ID: [BB-57-B-BJ] Item Description: Boro Batch Blackberry Jam Borosilicate Color Rod - Premium 33 COE Glass Indulge in the rich, luxurious beauty of Blackberry Jam - a stunning purple borosilicate color rod that delivers the deep, vibrant hues of fresh summer berries. This exceptional glass from Boro Batch combines outstanding workability with breathtaking color saturation for truly spectacular results. Why Artists Choose Blackberry Jam: • Exceptional Stability - Reliable, consistent purple that won't shift or fade during working • Effortless Workability - Smooth, predictable flow characteristics at torch temperature • Gorgeous Purple Saturation - Rich, true purple that maintains its beauty from flame to finished piece • 33 COE Compatibility - Perfect for all borosilicate applications and mixed-media work • Professional Grade Quality - Trusted by both artistic and scientific glassworkers How It’s Sold: This item is available by the 1/4lb or Pound","""black"", ""purple""",,33,rod,https://store.borobatch.com/products/boro-batch-blackberry-jam-rod,,https://cdn.shopify.com/s/files/1/0911/6406/files/BlackberryJam.png?v=1758826288,
BB,BB-56-T-KNIGHT-1,Knight,,,"Meet Knight, a borosilicate glass rod as dark and enigmatic as the legendary quests of King Arthur and his brave band of knights. Crafted from sleek black borosilicate glass, Knight boasts a robust and resilient form, reminiscent of the fearless gallantry of Monty Python’s finest. With a polished surface that shimmers like a the helmet of the Knights who say ""Ni!"", this rod stands as a testament to both strength and style. Knight will encase and implode without losing it's saturation. While it is technically transparent, Knight is so dark that it is almost impossible to see through unless extremely blown out. Knight will take all the heat you can throw at it without boiling. An oxidizing flame is preferred to reduce the risk of graying. Extremely stable and less stiff than other black rods, this is a must have for anyone's color pallet.","""reducing"", ""sparkle""",,33,rod,https://store.borobatch.com/products/boro-batch-knight,,https://cdn.shopify.com/s/files/1/0911/6406/files/Knight.png?v=1742304287,
BB,BB-55-T-NEOMOONA,Neomoona,,,"Neomoona is a beautiful, stable, dark cobalt blue that boasts a ton of sparkle in the light. Preferring a neutral flame, Neomoona will take all the heat you can throw at it withought greying or cracking while also showing off all of the sparkle flakes that are encased throughout.","""sparkle""",,33,rod,https://store.borobatch.com/products/boro-batch-neomoona,,https://cdn.shopify.com/s/files/1/0911/6406/files/Neomoona.png?v=1742304550,
BB,BB-54-T-SAILORSMOON,Sailor's Moon UV,,,"Sailor's Moon is a beautiful Opalescent white that shines bright in the sunlight or under a UV Light. There are multiple color options when working Sailor's Moon. There is the option to use a soft flame to keep the milky white color, or the option to use a neutral flame to make the color go completely transparent. Either option produces beautiful results that shine bright pink under UV light.","""uv""",,33,rod,https://store.borobatch.com/products/boro-batch-sailors-moon-uv,,https://cdn.shopify.com/s/files/1/0911/6406/files/Sailor_sMoon.png?v=1742304731,
BB,BB-13-T-LIGHTMUDDYWATERS,Light Muddy Waters,,,"Boro Batch went down to the river after a small storm and they pulled out this very lightly saturated bit of their new color, Light Muddy Waters. Light Muddy Waters is as if there was a just a pinch of dirt thrown into water. Light Muddy Waters brown is very transparent.","""brown""",,33,rod,https://store.borobatch.com/products/boro-batch-light-muddy-waters,,https://cdn.shopify.com/s/files/1/0911/6406/files/LightMuddyWaters.png?v=1741872237,
BB,BB-44-T-GrapeApe,Grape Ape,,,Grape Ape is a deep dark violet/plum color. When used in a thick application it can be used as a stable black for backing pendants and marbles or doing solid sculpture. In thinner application you get a beautiful deep transparent purple. This color pulls nice and clean with very limited air. Super stable and great for a variety of things.,"""unknown""",,33,rod,https://store.borobatch.com/products/boro-batch-grape-ape,,https://cdn.shopify.com/s/files/1/0911/6406/files/GrapeApe.png?v=1741871579,
BB,BB-52-T-Fume,Fume,,,We are bringing you another unique color to the mix with Fume! Fume is a super fumy color that can range from a creamy yellowish white to a beautiful transparent with green and purple whisps.,"""unknown""",,33,rod,https://store.borobatch.com/products/boro-batch-fume,,https://cdn.shopify.com/s/files/1/0911/6406/files/Fume.png?v=1741871363,
